log,cpu_avg_mhz_max,cpu_avg_mhz_mean,cpu_avg_mhz_p95,cpu_avg_pct_max,cpu_avg_pct_mean,cpu_avg_pct_p95,cpu_max_pct_max,cpu_max_pct_mean,cpu_max_pct_p95,emc_pct_max,emc_pct_mean,emc_pct_p95,gr3d_pct_max,gr3d_pct_mean,gr3d_pct_p95,power_pom_5v_cpu_avg_mw_max,power_pom_5v_cpu_avg_mw_mean,power_pom_5v_cpu_avg_mw_p95,power_pom_5v_cpu_mw_max,power_pom_5v_cpu_mw_mean,power_pom_5v_cpu_mw_p95,power_pom_5v_gpu_avg_mw_max,power_pom_5v_gpu_avg_mw_mean,power_pom_5v_gpu_avg_mw_p95,power_pom_5v_gpu_mw_max,power_pom_5v_gpu_mw_mean,power_pom_5v_gpu_mw_p95,power_pom_5v_in_avg_mw_max,power_pom_5v_in_avg_mw_mean,power_pom_5v_in_avg_mw_p95,power_pom_5v_in_mw_max,power_pom_5v_in_mw_mean,power_pom_5v_in_mw_p95,ram_total_mb_max,ram_total_mb_mean,ram_total_mb_p95,ram_used_mb_max,ram_used_mb_mean,ram_used_mb_p95,samples,swap_total_mb_max,swap_total_mb_mean,swap_total_mb_p95,swap_used_mb_max,swap_used_mb_mean,swap_used_mb_p95,temp_ao_c_max,temp_ao_c_mean,temp_ao_c_p95,temp_cpu_c_max,temp_cpu_c_mean,temp_cpu_c_p95,temp_gpu_c_max,temp_gpu_c_mean,temp_gpu_c_p95,temp_pll_c_max,temp_pll_c_mean,temp_pll_c_p95,temp_pmic_c_max,temp_pmic_c_mean,temp_pmic_c_p95,temp_thermal_c_max,temp_thermal_c_mean,temp_thermal_c_p95
fp32_tegrastats.log,1479.000,1218.426,1479.000,48.750,28.857,35.000,100.000,54.875,92.000,0.000,0.000,0.000,99.000,73.384,99.000,1344.000,1102.384,1335.000,1860.000,1344.196,1587.000,2882.000,1441.000,2829.000,4287.000,2822.714,4287.000,6782.000,4795.679,6716.000,8831.000,6716.089,8669.000,3964.000,3964.000,3964.000,3321.000,3151.866,3321.000,112,1982.000,1982.000,1982.000,1982.000,1981.714,1982.000,81.000,69.080,80.500,78.500,65.223,77.500,78.500,64.826,77.500,71.500,59.875,71.000,50.000,50.000,50.000,78.250,64.520,77.500
fp16_tegrastats.log,1479.000,1289.900,1479.000,39.250,31.607,37.000,100.000,54.952,100.000,0.000,0.000,0.000,99.000,77.562,99.000,1766.000,1414.019,1752.000,2184.000,1762.790,2103.000,3277.000,2023.552,3239.000,4247.000,3251.010,4247.000,7698.000,5855.419,7636.000,9303.000,7665.581,9196.000,3964.000,3964.000,3964.000,3080.000,2990.343,3077.000,105,1982.000,1982.000,1982.000,1982.000,1982.000,1982.000,88.000,80.462,87.500,85.000,76.595,84.500,84.500,75.876,84.000,79.000,70.952,78.000,50.000,50.000,50.000,84.500,75.924,83.750
