epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,222.409,2.076,0.14493,0.65217,2.69727,0.000236996,0.000236996,0.000236996
2,385.253,1.53005,0.11594,0.6087,2.89258,0.000380947,0.000380947,0.000380947
3,551.888,1.2538,0.2029,0.65217,3.5293,0.000430649,0.000430649,0.000430649
4,719.431,1.05177,0.2029,0.63768,3.5918,0.000289884,0.000289884,0.000289884
5,891.728,0.88843,0.21739,0.63768,3.38477,0.000148512,0.000148512,0.000148512
