epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,13.5572,1.54106,0.838,0.99,0.51938,0.000236484,0.000236484,0.000236484
2,25.9059,0.35121,0.914,0.996,0.26767,0.000380536,0.000380536,0.000380536
3,39.3774,0.20508,0.953,0.999,0.15769,0.00043034,0.00043034,0.00043034
4,51.5842,0.1424,0.945,0.998,0.1581,0.000289884,0.000289884,0.000289884
5,64.0496,0.10511,0.965,1,0.10906,0.000148512,0.000148512,0.000148512
