log,cpu_avg_mhz_max,cpu_avg_mhz_mean,cpu_avg_mhz_p95,cpu_avg_pct_max,cpu_avg_pct_mean,cpu_avg_pct_p95,cpu_max_pct_max,cpu_max_pct_mean,cpu_max_pct_p95,emc_pct_max,emc_pct_mean,emc_pct_p95,gr3d_pct_max,gr3d_pct_mean,gr3d_pct_p95,power_pom_5v_cpu_avg_mw_max,power_pom_5v_cpu_avg_mw_mean,power_pom_5v_cpu_avg_mw_p95,power_pom_5v_cpu_mw_max,power_pom_5v_cpu_mw_mean,power_pom_5v_cpu_mw_p95,power_pom_5v_gpu_avg_mw_max,power_pom_5v_gpu_avg_mw_mean,power_pom_5v_gpu_avg_mw_p95,power_pom_5v_gpu_mw_max,power_pom_5v_gpu_mw_mean,power_pom_5v_gpu_mw_p95,power_pom_5v_in_avg_mw_max,power_pom_5v_in_avg_mw_mean,power_pom_5v_in_avg_mw_p95,power_pom_5v_in_mw_max,power_pom_5v_in_mw_mean,power_pom_5v_in_mw_p95,ram_total_mb_max,ram_total_mb_mean,ram_total_mb_p95,ram_used_mb_max,ram_used_mb_mean,ram_used_mb_p95,samples,swap_total_mb_max,swap_total_mb_mean,swap_total_mb_p95,swap_used_mb_max,swap_used_mb_mean,swap_used_mb_p95,temp_ao_c_max,temp_ao_c_mean,temp_ao_c_p95,temp_cpu_c_max,temp_cpu_c_mean,temp_cpu_c_p95,temp_gpu_c_max,temp_gpu_c_mean,temp_gpu_c_p95,temp_pll_c_max,temp_pll_c_mean,temp_pll_c_p95,temp_pmic_c_max,temp_pmic_c_mean,temp_pmic_c_p95,temp_thermal_c_max,temp_thermal_c_mean,temp_thermal_c_p95
fp32_tegrastats.log,1479.000,1166.602,1479.000,45.750,27.785,34.250,100.000,55.044,95.000,29.000,17.894,29.000,99.000,73.195,99.000,1302.000,1089.929,1295.000,1779.000,1302.292,1496.000,2851.000,1378.168,2795.000,4368.000,2814.646,4327.000,6794.000,4780.664,6719.000,8872.000,6752.796,8791.000,3964.000,3964.000,3964.000,3328.000,3160.478,3318.000,113,1982.000,1982.000,1982.000,1920.000,1920.000,1920.000,83.500,71.783,82.500,80.500,67.451,79.500,80.000,66.810,79.500,74.000,62.261,73.500,50.000,50.000,50.000,79.750,66.704,79.250
fp16_tegrastats.log,1479.000,1318.502,1479.000,40.000,31.634,36.750,100.000,61.189,100.000,21.000,17.085,21.000,99.000,76.604,99.000,1803.000,1432.764,1798.000,2184.000,1798.198,2143.000,3335.000,2071.651,3295.000,4368.000,3289.019,4327.000,7832.000,5952.142,7776.000,9439.000,7775.302,9358.000,3964.000,3964.000,3964.000,3074.000,2983.915,3074.000,106,1982.000,1982.000,1982.000,1920.000,1920.000,1920.000,91.000,83.198,90.500,88.000,79.099,87.500,87.000,78.231,87.000,81.000,73.542,81.000,50.000,50.000,50.000,87.250,78.493,87.000
