epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,13.2472,1.56503,0.816,0.99,0.58426,0.000236484,0.000236484,0.000236484
2,25.0032,0.39846,0.911,0.997,0.27737,0.000380536,0.000380536,0.000380536
3,37.8112,0.22427,0.951,0.999,0.16846,0.00043034,0.00043034,0.00043034
4,49.7821,0.16363,0.955,0.997,0.1381,0.000289884,0.000289884,0.000289884
5,62.4435,0.1204,0.961,0.999,0.10855,0.000148512,0.000148512,0.000148512
