epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,41.7516,2.00042,0.17391,0.5942,2.46191,0.000237497,0.000237497,0.000237497
2,79.6866,1.50066,0.18841,0.66667,3.69434,0.000381348,0.000381348,0.000381348
3,115.336,1.2723,0.18841,0.72464,4.39648,0.000430952,0.000430952,0.000430952
4,151.005,1.04276,0.24638,0.6087,3.65234,0.000289884,0.000289884,0.000289884
5,187.736,0.8926,0.27536,0.66667,2.62158,0.000148512,0.000148512,0.000148512
