timestamp_unix,timestamp_iso,pom_5v_in_voltage_mv,pom_5v_in_current_ma,pom_5v_in_power_mw,pom_5v_gpu_voltage_mv,pom_5v_gpu_current_ma,pom_5v_gpu_power_mw,pom_5v_cpu_voltage_mv,pom_5v_cpu_current_ma,pom_5v_cpu_power_mw
1779396250.020635,2026-05-22T04:44:10+0800,5096.000000,784.000000,3995.000000,5096.000000,64.000000,326.000000,5088.000000,256.000000,1302.000000
1779396250.283241,2026-05-22T04:44:10+0800,5096.000000,576.000000,2935.000000,5096.000000,56.000000,285.000000,5096.000000,96.000000,529.000000
1779396250.553886,2026-05-22T04:44:10+0800,5096.000000,536.000000,2731.000000,5096.000000,56.000000,285.000000,5096.000000,80.000000,407.000000
1779396250.824278,2026-05-22T04:44:10+0800,5096.000000,528.000000,2731.000000,5096.000000,56.000000,285.000000,5096.000000,80.000000,407.000000
1779396251.094330,2026-05-22T04:44:11+0800,5104.000000,536.000000,2731.000000,5096.000000,56.000000,285.000000,5096.000000,88.000000,489.000000
1779396251.373490,2026-05-22T04:44:11+0800,5096.000000,528.000000,2731.000000,5096.000000,48.000000,244.000000,5096.000000,88.000000,448.000000
1779396251.642241,2026-05-22T04:44:11+0800,5096.000000,520.000000,2649.000000,5096.000000,40.000000,203.000000,5096.000000,80.000000,448.000000
1779396251.910846,2026-05-22T04:44:11+0800,5096.000000,672.000000,3424.000000,5096.000000,32.000000,163.000000,5088.000000,192.000000,976.000000
1779396252.174397,2026-05-22T04:44:12+0800,5096.000000,744.000000,3750.000000,5096.000000,40.000000,203.000000,5088.000000,184.000000,976.000000
1779396252.440583,2026-05-22T04:44:12+0800,5096.000000,744.000000,3832.000000,5096.000000,40.000000,203.000000,5088.000000,272.000000,1383.000000
1779396252.703426,2026-05-22T04:44:12+0800,5096.000000,744.000000,3791.000000,5096.000000,40.000000,203.000000,5088.000000,232.000000,1221.000000
1779396252.969878,2026-05-22T04:44:12+0800,5096.000000,808.000000,4151.000000,5088.000000,48.000000,244.000000,5088.000000,312.000000,1587.000000
1779396253.238888,2026-05-22T04:44:13+0800,5096.000000,800.000000,4076.000000,5088.000000,32.000000,162.000000,5088.000000,288.000000,1465.000000
1779396253.502800,2026-05-22T04:44:13+0800,5096.000000,776.000000,3954.000000,5096.000000,32.000000,163.000000,5088.000000,280.000000,1424.000000
1779396253.765803,2026-05-22T04:44:13+0800,5096.000000,792.000000,4036.000000,5088.000000,40.000000,203.000000,5088.000000,296.000000,1506.000000
1779396254.028002,2026-05-22T04:44:14+0800,5088.000000,848.000000,4355.000000,5088.000000,56.000000,284.000000,5088.000000,336.000000,1709.000000
1779396254.290965,2026-05-22T04:44:14+0800,5088.000000,808.000000,4151.000000,5088.000000,48.000000,244.000000,5088.000000,280.000000,1424.000000
1779396254.553156,2026-05-22T04:44:14+0800,5088.000000,808.000000,4151.000000,5088.000000,56.000000,284.000000,5088.000000,328.000000,1668.000000
1779396254.816602,2026-05-22T04:44:14+0800,5096.000000,776.000000,3954.000000,5096.000000,40.000000,163.000000,5088.000000,272.000000,1383.000000
1779396255.079983,2026-05-22T04:44:15+0800,5096.000000,800.000000,4117.000000,5088.000000,40.000000,244.000000,5088.000000,320.000000,1668.000000
1779396255.344045,2026-05-22T04:44:15+0800,5096.000000,784.000000,3995.000000,5088.000000,40.000000,203.000000,5088.000000,280.000000,1424.000000
1779396255.607567,2026-05-22T04:44:15+0800,5096.000000,776.000000,3954.000000,5096.000000,40.000000,203.000000,5088.000000,256.000000,1302.000000
1779396255.869678,2026-05-22T04:44:15+0800,5096.000000,776.000000,3954.000000,5096.000000,32.000000,163.000000,5088.000000,280.000000,1424.000000
1779396256.133308,2026-05-22T04:44:16+0800,5096.000000,776.000000,3954.000000,5096.000000,32.000000,163.000000,5088.000000,296.000000,1546.000000
1779396256.397497,2026-05-22T04:44:16+0800,5088.000000,832.000000,4233.000000,5088.000000,48.000000,244.000000,5088.000000,328.000000,1668.000000
1779396256.660822,2026-05-22T04:44:16+0800,5096.000000,760.000000,3872.000000,5096.000000,32.000000,163.000000,5088.000000,280.000000,1424.000000
1779396256.924259,2026-05-22T04:44:16+0800,5096.000000,752.000000,3832.000000,5096.000000,32.000000,163.000000,5088.000000,256.000000,1302.000000
1779396257.187922,2026-05-22T04:44:17+0800,5096.000000,816.000000,4158.000000,5088.000000,48.000000,244.000000,5088.000000,328.000000,1668.000000
1779396257.453107,2026-05-22T04:44:17+0800,5096.000000,752.000000,3832.000000,5096.000000,32.000000,163.000000,5088.000000,256.000000,1343.000000
1779396257.716594,2026-05-22T04:44:17+0800,5096.000000,768.000000,3913.000000,5088.000000,48.000000,244.000000,5088.000000,296.000000,1506.000000
1779396257.978545,2026-05-22T04:44:17+0800,5088.000000,856.000000,4396.000000,5088.000000,144.000000,732.000000,5088.000000,280.000000,1424.000000
1779396258.243566,2026-05-22T04:44:18+0800,5072.000000,1568.000000,7952.000000,5064.000000,776.000000,3929.000000,5064.000000,264.000000,1336.000000
1779396258.507550,2026-05-22T04:44:18+0800,5072.000000,1608.000000,8196.000000,5064.000000,800.000000,4051.000000,5064.000000,272.000000,1377.000000
1779396258.770152,2026-05-22T04:44:18+0800,5072.000000,1616.000000,8236.000000,5064.000000,808.000000,4091.000000,5064.000000,272.000000,1377.000000
1779396259.033458,2026-05-22T04:44:19+0800,5072.000000,1640.000000,8318.000000,5064.000000,816.000000,4132.000000,5064.000000,288.000000,1458.000000
1779396259.297659,2026-05-22T04:44:19+0800,5072.000000,1640.000000,8318.000000,5064.000000,816.000000,4132.000000,5064.000000,280.000000,1417.000000
